timestamp,vendor,model,condition,question_id,input_tokens,output_tokens,cost_usd,cumulative_total_usd
2026-04-21T01:00:29.098276+00:00,anthropic,claude-haiku-4-5-20251001,hot,Q01,0,0,0.0,0.0
2026-04-21T01:00:36.470617+00:00,anthropic,claude-haiku-4-5-20251001,hot,Q02,0,0,0.0,0.0
2026-04-21T01:00:44.468322+00:00,anthropic,claude-haiku-4-5-20251001,hot,Q03,0,0,0.0,0.0
2026-04-21T01:00:51.855604+00:00,anthropic,claude-haiku-4-5-20251001,hot,Q04,0,0,0.0,0.0
2026-04-21T01:00:59.062098+00:00,anthropic,claude-haiku-4-5-20251001,hot,Q05,0,0,0.0,0.0
2026-04-21T01:01:02.698846+00:00,google,gemini-2.5-flash,hot,Q01,4327,44,0.000675,0.000675
2026-04-21T01:01:04.784352+00:00,google,gemini-2.5-flash,hot,Q02,4331,17,0.00066,0.001335
2026-04-21T01:01:07.719504+00:00,google,gemini-2.5-flash,hot,Q03,4327,14,0.000657,0.001992
2026-04-21T01:01:09.171463+00:00,google,gemini-2.5-flash,hot,Q04,4332,23,0.000664,0.002656
2026-04-21T01:01:11.974643+00:00,google,gemini-2.5-flash,hot,Q05,4327,12,0.000656,0.003312
2026-04-21T01:01:13.588967+00:00,google,gemini-2.5-flash,hot,Q06,4329,18,0.00066,0.003972
2026-04-21T01:01:15.957025+00:00,google,gemini-2.5-flash,hot,Q07,4327,35,0.00067,0.004642
2026-04-21T01:01:18.102481+00:00,google,gemini-2.5-flash,hot,Q08,4337,27,0.000667,0.005309
2026-04-21T01:01:20.303744+00:00,google,gemini-2.5-flash,hot,Q09,4327,16,0.000659,0.005968
2026-04-21T01:01:22.140398+00:00,google,gemini-2.5-flash,hot,Q10,4331,22,0.000663,0.006631
2026-04-21T01:01:23.884009+00:00,google,gemini-2.5-flash,hot,Q11,4326,21,0.000661,0.007292
2026-04-21T01:01:25.742628+00:00,google,gemini-2.5-flash,hot,Q12,4329,20,0.000661,0.007953
2026-04-21T01:01:27.636228+00:00,google,gemini-2.5-flash,hot,Q13,4330,21,0.000662,0.008615
2026-04-21T01:01:29.922193+00:00,google,gemini-2.5-flash,hot,Q14,4334,20,0.000662,0.009276999999999999
2026-04-21T01:01:31.827257+00:00,google,gemini-2.5-flash,hot,Q15,4324,20,0.000661,0.009937999999999999
2026-04-21T01:01:33.991162+00:00,google,gemini-2.5-flash,hot,Q16,4329,17,0.00066,0.010598
2026-04-21T01:01:35.914071+00:00,google,gemini-2.5-flash,hot,Q17,4332,23,0.000664,0.011262
2026-04-21T01:01:37.484251+00:00,google,gemini-2.5-flash,hot,Q18,4328,26,0.000665,0.011927
2026-04-21T01:01:39.064865+00:00,google,gemini-2.5-flash,hot,Q19,4331,20,0.000662,0.012589
2026-04-21T01:01:40.867639+00:00,google,gemini-2.5-flash,hot,Q20,4326,16,0.000659,0.013248
2026-04-21T01:01:42.799753+00:00,google,gemini-2.5-flash,hot,Q21,4329,18,0.00066,0.013908
2026-04-21T01:01:44.439815+00:00,google,gemini-2.5-flash,hot,Q22,4331,20,0.000662,0.01457
2026-04-21T01:01:46.540767+00:00,google,gemini-2.5-flash,hot,Q23,4333,23,0.000664,0.015234
2026-04-21T01:01:47.959843+00:00,google,gemini-2.5-flash,hot,Q24,4334,26,0.000666,0.0159
2026-04-21T01:01:49.983010+00:00,google,gemini-2.5-flash,hot,Q25,4331,80,0.000698,0.016598
2026-04-21T01:01:51.819563+00:00,google,gemini-2.5-flash,hot,Q26,4334,23,0.000664,0.017262000000000003
2026-04-21T01:01:54.841617+00:00,google,gemini-2.5-flash,hot,Q27,4329,78,0.000696,0.017958000000000002
2026-04-21T01:01:56.747918+00:00,google,gemini-2.5-flash,hot,Q28,4323,17,0.000659,0.018617
2026-04-21T01:01:58.931863+00:00,google,gemini-2.5-flash,hot,Q29,4327,30,0.000667,0.019284000000000003
2026-04-21T01:02:01.002693+00:00,google,gemini-2.5-flash,hot,Q30,4333,27,0.000666,0.019950000000000002
2026-04-21T01:02:02.452725+00:00,google,gemini-2.5-flash,hot,Q31,4327,17,0.000659,0.020609000000000002
2026-04-21T01:02:04.284714+00:00,google,gemini-2.5-flash,hot,Q32,4325,12,0.000656,0.021265000000000003
2026-04-21T01:02:06.106239+00:00,google,gemini-2.5-flash,hot,Q33,4327,65,0.000688,0.021953000000000004
2026-04-21T01:02:09.079090+00:00,google,gemini-2.5-flash,hot,Q34,4338,87,0.000703,0.022656000000000003
2026-04-21T01:02:11.253994+00:00,google,gemini-2.5-flash,hot,Q35,4331,26,0.000665,0.023321
2026-04-21T01:02:13.171744+00:00,google,gemini-2.5-flash,hot,Q36,4332,27,0.000666,0.023987
2026-04-21T01:02:15.213818+00:00,google,gemini-2.5-flash,hot,Q37,4339,78,0.000698,0.024685000000000002
2026-04-21T01:02:16.959157+00:00,google,gemini-2.5-flash,hot,Q38,4330,24,0.000664,0.025349000000000003
2026-04-21T01:02:18.400987+00:00,google,gemini-2.5-flash,hot,Q39,4332,39,0.000673,0.026022000000000003
2026-04-21T01:02:20.244057+00:00,google,gemini-2.5-flash,hot,Q40,4342,57,0.000686,0.026708000000000003
2026-04-21T01:02:22.607521+00:00,google,gemini-2.5-flash,hot,Q41,4332,144,0.000736,0.027444000000000003
2026-04-21T01:02:24.228200+00:00,google,gemini-2.5-flash,hot,Q42,4328,27,0.000665,0.028109000000000002
2026-04-21T01:02:26.089022+00:00,google,gemini-2.5-flash,hot,Q43,4328,22,0.000662,0.028771
2026-04-21T01:02:28.126525+00:00,google,gemini-2.5-flash,hot,Q44,4333,32,0.000669,0.02944
2026-04-21T01:02:30.011763+00:00,google,gemini-2.5-flash,hot,Q45,4335,25,0.000665,0.030105
2026-04-21T01:02:31.926108+00:00,google,gemini-2.5-flash,hot,Q46,4342,30,0.000669,0.030774
2026-04-21T01:02:34.574806+00:00,google,gemini-2.5-flash,hot,Q47,4345,70,0.000694,0.031467999999999996
2026-04-21T01:02:36.831177+00:00,google,gemini-2.5-flash,hot,Q48,4335,38,0.000673,0.032140999999999996
2026-04-21T01:02:39.153485+00:00,google,gemini-2.5-flash,hot,Q49,4330,45,0.000676,0.032817
2026-04-21T01:02:41.080013+00:00,google,gemini-2.5-flash,hot,Q50,4333,59,0.000685,0.033502
2026-04-21T01:02:44.197578+00:00,google,gemini-2.5-flash,hot,Q51,4334,284,0.000821,0.034323
2026-04-21T01:02:47.922970+00:00,google,gemini-2.5-flash,hot,Q52,4336,277,0.000817,0.03514
2026-04-21T01:02:51.019205+00:00,google,gemini-2.5-flash,hot,Q53,4335,144,0.000737,0.035877
2026-04-21T01:02:52.667334+00:00,google,gemini-2.5-flash,hot,Q54,4338,31,0.000669,0.036546
2026-04-21T01:02:54.112751+00:00,google,gemini-2.5-flash,hot,Q55,4334,17,0.00066,0.037206
2026-04-21T01:03:03.253741+00:00,google,gemini-2.5-flash,hot,Q56,4377,290,0.000831,0.038037
2026-04-21T01:03:13.108147+00:00,google,gemini-2.5-flash,hot,Q57,4357,1018,0.001264,0.039301
2026-04-21T01:03:17.602213+00:00,google,gemini-2.5-flash,hot,Q58,4342,260,0.000807,0.040108000000000005
2026-04-21T01:03:22.951108+00:00,google,gemini-2.5-flash,hot,Q59,4342,446,0.000919,0.04102700000000001
2026-04-21T01:03:26.915787+00:00,google,gemini-2.5-flash,hot,Q60,4357,125,0.000729,0.04175600000000001
2026-04-21T01:03:32.449762+00:00,google,gemini-2.5-flash,hot,Q61,4343,351,0.000862,0.04261800000000001
2026-04-21T01:03:41.996452+00:00,google,gemini-2.5-flash,hot,Q62,4343,621,0.001024,0.04364200000000001
2026-04-21T01:03:49.235938+00:00,google,gemini-2.5-flash,hot,Q63,4358,603,0.001015,0.04465700000000001
2026-04-21T01:03:53.946527+00:00,google,gemini-2.5-flash,hot,Q64,4374,233,0.000796,0.04545300000000001
2026-04-21T01:04:05.245368+00:00,google,gemini-2.5-flash,hot,Q65,4360,825,0.001149,0.046602000000000005
2026-04-21T01:04:09.505872+00:00,google,gemini-2.5-flash,hot,Q66,4388,214,0.000787,0.04738900000000001
2026-04-21T01:04:18.667597+00:00,google,gemini-2.5-flash,hot,Q67,4359,681,0.001062,0.04845100000000001
2026-04-21T01:04:26.505680+00:00,google,gemini-2.5-flash,hot,Q68,4359,366,0.000873,0.04932400000000001
2026-04-21T01:04:31.638799+00:00,google,gemini-2.5-flash,hot,Q69,4348,365,0.000871,0.050195000000000004
2026-04-21T01:04:34.592169+00:00,google,gemini-2.5-flash,hot,Q70,4343,120,0.000723,0.050918000000000005
2026-04-21T01:04:41.088348+00:00,google,gemini-2.5-flash,hot,Q71,4393,290,0.000833,0.051751000000000005
2026-04-21T01:04:43.834871+00:00,google,gemini-2.5-flash,hot,Q72,4356,86,0.000705,0.052456
2026-04-21T01:04:54.344029+00:00,google,gemini-2.5-flash,hot,Q73,4389,82,0.000708,0.053164
2026-04-21T01:04:56.580174+00:00,google,gemini-2.5-flash,hot,Q74,4346,39,0.000675,0.053839000000000005
2026-04-21T01:05:10.164388+00:00,google,gemini-2.5-flash,hot,Q75,4359,164,0.000752,0.05459100000000001
2026-04-21T01:05:13.249819+00:00,google,gemini-2.5-flash,cold,Q01,45,37,2.9e-05,0.05462000000000001
2026-04-21T01:05:16.709838+00:00,google,gemini-2.5-flash,cold,Q02,49,85,5.8e-05,0.05467800000000001
2026-04-21T01:05:20.611571+00:00,google,gemini-2.5-flash,cold,Q03,45,102,6.8e-05,0.05474600000000001
2026-04-21T01:05:27.245429+00:00,google,gemini-2.5-flash,cold,Q04,50,242,0.000153,0.05489900000000001
2026-04-21T01:05:30.672135+00:00,google,gemini-2.5-flash,cold,Q05,45,44,3.3e-05,0.05493200000000001
2026-04-21T01:05:34.200005+00:00,google,gemini-2.5-flash,cold,Q06,47,72,5e-05,0.05498200000000001
2026-04-21T01:05:37.762877+00:00,google,gemini-2.5-flash,cold,Q07,45,104,6.9e-05,0.05505100000000001
2026-04-21T01:05:41.562359+00:00,google,gemini-2.5-flash,cold,Q08,55,111,7.5e-05,0.05512600000000001
2026-04-21T01:05:45.491479+00:00,google,gemini-2.5-flash,cold,Q09,45,113,7.5e-05,0.05520100000000001
2026-04-21T01:05:49.067809+00:00,google,gemini-2.5-flash,cold,Q10,49,109,7.3e-05,0.055274000000000004
2026-04-21T01:05:53.157288+00:00,google,gemini-2.5-flash,cold,Q11,44,129,8.4e-05,0.055358000000000004
2026-04-21T01:05:58.057115+00:00,google,gemini-2.5-flash,cold,Q12,47,145,9.4e-05,0.055452
2026-04-21T01:06:01.497434+00:00,google,gemini-2.5-flash,cold,Q13,48,59,4.3e-05,0.055495
2026-04-21T01:06:04.107733+00:00,google,gemini-2.5-flash,cold,Q14,52,79,5.5e-05,0.05555
2026-04-21T01:06:07.672389+00:00,google,gemini-2.5-flash,cold,Q15,42,62,4.4e-05,0.055594000000000005
2026-04-21T01:06:10.936274+00:00,google,gemini-2.5-flash,cold,Q16,47,36,2.9e-05,0.055623000000000006
2026-04-21T01:06:14.707572+00:00,google,gemini-2.5-flash,cold,Q17,50,27,2.4e-05,0.05564700000000001
2026-04-21T01:06:22.614367+00:00,google,gemini-2.5-flash,cold,Q18,46,154,9.9e-05,0.05574600000000001
2026-04-21T01:06:27.522614+00:00,google,gemini-2.5-flash,cold,Q19,49,141,9.2e-05,0.05583800000000001
2026-04-21T01:06:33.150900+00:00,google,gemini-2.5-flash,cold,Q20,44,205,0.00013,0.05596800000000001
2026-04-21T01:06:35.967747+00:00,google,gemini-2.5-flash,cold,Q21,47,23,2.1e-05,0.05598900000000001
2026-04-21T01:06:40.676124+00:00,google,gemini-2.5-flash,cold,Q22,49,114,7.6e-05,0.05606500000000001
